id,TARGET
EK202310003556,128.173583984375
EK202310170625,156.844482421875
EK202310167359,154.996337890625
EK202310118370,131.12255859375
EK202320006361,143.478515625
EK202310003542,137.8828125
EK202310125266,143.856201171875
EK202310144740,125.817626953125
EK202310137443,142.48388671875
EK202310159067,166.174072265625
EK202310245067,120.507080078125
EK202310240556,132.892333984375
EK202310166743,132.025390625
EK202310247454,129.236572265625
EK202310215702,147.630126953125
EK202310142190,162.604736328125
EK202310205417,133.57421875
EK202310119601,132.0625
EK202310190356,134.251220703125
EK202310158758,146.043212890625
EK202310145496,124.47314453125
EK202310164763,151.336181640625
EK202310200188,133.164794921875
EK202310238803,166.20458984375
EK202320005607,180.4599609375
EK202310225681,148.41015625
EK202310127174,132.590576171875
EK202310204317,162.8837890625
EK202310179355,129.32470703125
EK202310176524,150.956787109375
EK202310237228,125.312744140625
EK202310172549,156.342041015625
EK202310168863,130.883056640625
EK202310185904,156.545654296875
EK202310133615,168.752685546875
EK202310122063,133.412841796875
EK202310121770,145.2841796875
EK202310125590,130.312255859375
EK202310172269,132.407958984375
EK202310147894,142.465576171875
EK202310137986,132.081298828125
EK202310150838,135.454345703125
EK202310104915,128.48046875
EK202310170090,131.763427734375
EK202310165637,142.309814453125
EK202310134467,134.941650390625
EK202310182637,156.342041015625
EK202310112116,155.1416015625
EK202310241220,155.99853515625
EK202310103801,147.376708984375
EK202310177448,129.12890625
EK202310157860,180.03271484375
EK202310211985,137.236572265625
EK202310232907,131.387451171875
EK202310162917,150.859130859375
EK202310211786,119.52587890625
EK202310132171,155.158935546875
EK202310153694,138.522705078125
EK202310174960,157.69677734375
EK202310121096,126.558837890625
EK202310222475,124.27294921875
EK202310146254,151.993896484375
EK202310111466,130.1728515625
EK202310004385,163.768310546875
EK202310108961,129.263427734375
EK202310203170,132.325439453125
EK202310161424,168.852783203125
EK202310206583,139.453857421875
EK202310138840,125.146240234375
EK202310221976,144.822998046875
EK202310143972,124.953857421875
EK202310175420,137.599609375
EK202310227655,146.69091796875
EK202310163389,143.79248046875
EK202310239480,152.20263671875
EK202310146467,137.593017578125
EK202310162597,130.050048828125
EK202310194862,137.78955078125
EK202310152448,146.32080078125
EK202310245431,151.326416015625
EK202310206822,162.130859375
EK202310166559,158.17138671875
EK202310221701,153.69189453125
EK202310231403,123.940673828125
EK202310156027,139.6962890625
EK202310135956,141.053955078125
EK202310183176,126.127685546875
EK202310206055,165.108642578125
EK202310167360,141.634033203125
EK202310142701,140.853271484375
EK202310156629,175.126708984375
EK202310241352,150.210205078125
EK202310123587,163.627685546875
EK202310003639,158.646728515625
EK202310158269,141.925537109375
EK202320007090,155.3779296875
EK202310111707,137.7333984375
EK202310104096,143.079833984375
EK202310235404,121.438232421875
EK202310108783,142.163330078125
EK202310116298,128.229248046875
EK202310156281,164.110107421875
EK202310164483,138.5791015625
EK202310108212,119.93994140625
EK202310233950,144.159912109375
EK202310157041,131.050048828125
EK202310104522,131.235595703125
EK202310175972,151.136474609375
EK202310225965,136.490966796875
EK202310138403,133.294921875
EK202310234452,138.631591796875
EK202310104614,166.193359375
EK202310117970,134.09326171875
EK202310128727,131.808349609375
EK202310190230,141.17822265625
EK202310201465,159.391357421875
EK202310197534,178.02978515625
EK202310171846,123.314697265625
EK202310193751,144.26953125
EK202310242967,135.888427734375
EK202310112852,170.744384765625
EK202310132804,137.47412109375
EK202310127612,144.596923828125
EK202310136082,184.421630859375
EK202310186665,156.049560546875
EK202310156519,136.153076171875
EK202310108430,149.822021484375
EK202310164930,145.56494140625
EK202310153971,158.015869140625
EK202310129412,133.370361328125
EK202310124383,127.378662109375
EK202310215858,165.189697265625
EK202310104131,151.357177734375
EK202310185040,148.442138671875
EK202310119251,144.313232421875
EK202310191724,155.218994140625
EK202310149922,123.078857421875
EK202310176193,143.151611328125
EK202310204311,165.172119140625
EK202310248324,160.415771484375
EK202310120496,132.4951171875
EK202310233548,138.546630859375
EK202310219178,142.075927734375
EK202310114723,139.381591796875
EK202310185832,160.065185546875
EK202310106587,162.94189453125
EK202310239252,136.530517578125
EK202310208710,137.554443359375
EK202310244056,122.6201171875
EK202310223702,124.9677734375
EK202310236969,125.185302734375
EK202310196070,145.830322265625
EK202310227710,137.931396484375
EK202310119702,145.861083984375
EK202310143351,139.511474609375
EK202310144967,130.513427734375
EK202310207097,133.4384765625
EK202310193281,122.803955078125
EK202310223068,148.601806640625
EK202310158743,120.8154296875
EK202310142353,144.525634765625
EK202310154024,153.639404296875
EK202310136326,136.432861328125
EK202320006526,150.703369140625
EK202310240160,132.802978515625
EK202310230270,138.9541015625
EK202310209591,134.215087890625
EK202310201937,158.936767578125
EK202310138686,147.764404296875
EK202310125946,145.625244140625
EK202310112949,145.64208984375
EK202310128660,165.4326171875
EK202310223565,145.2763671875
EK202310155372,152.395263671875
EK202310229467,134.696044921875
EK202310232289,150.464599609375
EK202310142439,159.819091796875
EK202310128595,130.61279296875
EK202310228661,126.339599609375
EK202310220811,138.083740234375
EK202310104677,149.356201171875
EK202310108708,150.021240234375
EK202310235044,124.656494140625
EK202310141363,143.708740234375
EK202310174855,150.937255859375
EK202310154755,138.4697265625
EK202310157326,140.822021484375
EK202310228659,144.976806640625
EK202310215026,159.507568359375
EK202310177129,132.238037109375
EK202310178830,162.255126953125
EK202310222959,129.022216796875
EK202320007347,138.923828125
EK202310153807,152.47802734375
EK202310165563,159.175048828125
EK202310240070,127.921875
EK202310171642,132.195068359375
EK202310221419,139.968017578125
EK202310210258,146.232177734375
EK202310108225,135.307373046875
EK202310156515,142.135009765625
EK202320006021,177.1982421875
EK202310214746,144.210693359375
EK202310166648,153.661376953125
EK202310243041,142.862060546875
EK202310227731,108.3662109375
EK202310118513,133.753662109375
EK202310240129,145.075927734375
EK202310140813,143.396728515625
EK202310181628,150.888671875
EK202310126085,131.255859375
EK202310246101,145.33740234375
EK202310113312,134.752197265625
EK202310217968,134.624755859375
EK202310213114,137.1875
EK202310219800,143.0283203125
EK202310184495,140.545166015625
EK202310119316,131.557373046875
EK202310180007,141.213134765625
EK202310199156,139.068359375
EK202310177234,146.173095703125
EK202310226743,139.42822265625
EK202310189141,136.54150390625
EK202320006005,144.564453125
EK202310227823,133.9013671875
EK202310174022,144.013427734375
EK202310134374,142.648193359375
EK202310200180,122.47509765625
EK202310161433,149.213134765625
EK202310121700,141.877685546875
EK202310237451,139.816650390625
EK202310192827,164.30419921875
EK202310160428,158.416259765625
EK202310205223,145.2626953125
EK202310111659,159.931396484375
EK202310218773,148.85986328125
EK202310161247,137.142822265625
EK202310109618,141.564697265625
EK202310155619,142.667236328125
EK202310135096,158.863525390625
EK202310188704,147.021484375
EK202310198311,153.432861328125
EK202310138345,135.3125
EK202310187653,135.557861328125
EK202310223676,152.809814453125
EK202310165688,128.9462890625
EK202310104779,145.570556640625
EK202320007241,172.20556640625
EK202310247012,123.623779296875
EK202310115649,133.550537109375
EK202310158687,141.0029296875
EK202310139898,147.705810546875
EK202310183012,144.5830078125
EK202310189323,183.627197265625
EK202310236084,134.45654296875
EK202310187745,147.08154296875
EK202310213754,149.622314453125
EK202310207691,134.638427734375
EK202310213360,137.751220703125
EK202310134511,133.60791015625
EK202310162421,137.50390625
EK202310137854,134.806884765625
EK202310150901,133.94189453125
EK202310114810,138.056884765625
EK202310110564,133.669921875
EK202310188498,111.628662109375
EK202310122137,143.127197265625
EK202310234827,141.3544921875
EK202310123845,149.121826171875
EK202310117679,154.064697265625
EK202310226733,138.109619140625
EK202310146806,143.289794921875
EK202310186532,137.2353515625
EK202310198523,129.460205078125
EK202310169242,148.816650390625
EK202310189605,142.106201171875
EK202310177460,152.246337890625
EK202310156053,142.003662109375
EK202310138997,139.879638671875
EK202310231114,129.881103515625
EK202310147763,135.3359375
EK202310119709,153.0595703125
EK202310121129,148.011474609375
EK202310137901,138.284423828125
EK202310144077,148.443603515625
EK202310110337,127.977294921875
EK202310184408,131.563232421875
EK202310215841,114.664306640625
EK202310157214,153.519287109375
EK202310193140,130.031982421875
EK202310216105,136.708740234375
EK202310246420,125.123779296875
EK202310118424,126.46337890625
EK202310144290,138.041015625
EK202310236171,134.78759765625
EK202310161913,145.469482421875
EK202310116195,143.940185546875
EK202310140252,132.528564453125
EK202310238025,148.634521484375
EK202310146861,143.9521484375
EK202310125756,136.015625
EK202310211082,133.586669921875
EK202310202590,121.805908203125
EK202310212292,143.33837890625
EK202310151188,145.887451171875
EK202310186431,179.128662109375
EK202310197054,143.40478515625
EK202310229535,135.817138671875
EK202310237693,127.56591796875
EK202310127899,143.909423828125
EK202310125513,127.557861328125
EK202310143417,151.120361328125
EK202310114922,140.498779296875
EK202310185011,145.624755859375
EK202310157380,143.143798828125
EK202310242841,135.942138671875
EK202310128764,114.689697265625
EK202310160302,135.244140625
EK202310132265,132.97314453125
EK202310142152,139.96337890625
EK202310184138,145.328369140625
EK202310218922,145.60400390625
EK202310105732,136.443603515625
EK202310202421,135.50048828125
EK202310204745,131.744384765625
EK202310231651,137.402099609375
EK202310206373,146.19287109375
EK202310231327,144.644775390625
EK202310129440,138.004638671875
EK202310229405,150.8251953125
EK202310233561,138.789794921875
EK202310141433,159.284912109375
EK202310164651,150.530517578125
EK202310201935,141.691650390625
EK202310184574,126.811279296875
EK202310223915,153.176513671875
EK202310200908,161.811279296875
EK202310128941,144.912841796875
EK202310186952,148.281005859375
EK202310193974,154.995849609375
EK202310169879,158.246337890625
EK202310172093,133.305908203125
EK202310184529,124.244140625
EK202310230089,140.568115234375
EK202310181118,154.710205078125
EK202310204225,155.598388671875
EK202310112100,137.807373046875
EK202310222373,162.137939453125
EK202310182126,149.028564453125
EK202310169072,140.559326171875
EK202310203100,145.318359375
EK202310228065,157.719482421875
EK202310003374,125.95703125
EK202310231993,142.475341796875
EK202310166999,148.51953125
EK202310113561,156.013916015625
EK202310150384,155.7734375
EK202310204151,147.807373046875
EK202310243179,164.232666015625
EK202310229664,135.124755859375
EK202310214850,138.64697265625
EK202310203348,157.2939453125
EK202310146725,129.144775390625
EK202310134763,129.05517578125
EK202310145729,159.917724609375
EK202310246535,136.8662109375
EK202310141577,134.527587890625
EK202310216160,133.790771484375
EK202310116782,133.297607421875
EK202310211327,142.078125
EK202310204090,146.80029296875
EK202310175898,158.482177734375
EK202310226259,146.281494140625
EK202310151274,134.868408203125
EK202310154215,142.526611328125
EK202310174277,146.765380859375
EK202320006496,161.4970703125
EK202310141969,154.44775390625
EK202320005622,138.002197265625
EK202310157093,144.45751953125
EK202310139909,144.36279296875
EK202310209908,137.837646484375
EK202310218730,132.83154296875
EK202310229718,128.066650390625
EK202310111615,138.151611328125
EK202310138168,134.861083984375
EK202310162118,166.116943359375
EK202310164185,132.208740234375
EK202310123341,138.67138671875
EK202310154152,129.176025390625
EK202310169662,139.234130859375
EK202310195289,143.396240234375
EK202310247758,161.425048828125
EK202310223580,134.477783203125
EK202310104690,139.388916015625
EK202310234439,132.107421875
EK202310225052,178.346435546875
EK202310139674,153.669921875
EK202310186662,123.830078125
EK202310198339,150.561767578125
EK202310219978,146.150634765625
EK202310205279,141.285888671875
EK202310241147,152.87744140625
EK202310225981,164.721923828125
EK202310168112,144.298828125
EK202310226106,147.6865234375
EK202310116095,136.475830078125
EK202310114593,139.26904296875
EK202310175636,136.482421875
EK202310117905,159.281982421875
EK202310200614,155.09375
EK202310137390,139.843994140625
EK202310196458,152.06884765625
EK202310212839,155.100341796875
EK202310149449,159.447021484375
EK202310172721,149.36279296875
EK202310133382,126.173095703125
EK202310171991,158.89697265625
EK202310178147,146.91455078125
EK202310210822,123.300537109375
EK202310169958,149.578125
EK202310216612,139.19287109375
EK202310190351,143.279052734375
EK202310128333,143.774169921875
EK202310156052,140.014404296875
EK202310207300,136.76318359375
EK202310148098,143.232177734375
EK202310236834,154.092529296875
EK202310206502,131.982421875
EK202310232490,147.788818359375
EK202310115920,138.7373046875
EK202310155557,140.787841796875
EK202310118792,156.765625
EK202310213449,150.2529296875
EK202310157956,142.152587890625
EK202310202461,155.39013671875
EK202310210080,162.1396484375
EK202310123713,143.370849609375
EK202310138636,153.842529296875
EK202310197194,151.444091796875
EK202310136131,172.769287109375
EK202310194280,138.841796875
EK202310144073,174.078857421875
EK202310196767,160.50146484375
EK202310152659,138.406982421875
EK202310119318,129.489990234375
EK202310175079,147.086669921875
EK202310246973,145.741943359375
EK202310177069,130.69580078125
EK202310228915,136.46435546875
EK202310237967,135.757080078125
EK202310004766,135.647705078125
EK202310197580,167.213134765625
EK202310163370,160.542724609375
EK202310126258,119.2578125
EK202320006245,167.71875
EK202310214455,144.605224609375
EK202310225077,173.84423828125
EK202310121345,135.744140625
EK202310118753,122.916748046875
EK202310209148,146.779296875
EK202310235651,125.414306640625
EK202310195584,150.607177734375
EK202310131541,138.0888671875
EK202310167958,159.467041015625
EK202310232848,130.948486328125
EK202310112373,133.39892578125
EK202310247588,161.137939453125
EK202310124781,144.814697265625
EK202310187345,162.9970703125
EK202310117200,151.00390625
EK202310103838,125.781982421875
EK202310123310,136.397705078125
EK202310193567,143.77880859375
EK202310176987,144.056396484375
EK202310217483,123.156494140625
EK202310219653,120.31982421875
EK202310189258,151.980712890625
EK202310213235,146.404052734375
EK202310148485,139.873291015625
EK202310243846,127.533203125
EK202310157685,143.904541015625
EK202310228217,185.408203125
EK202310167414,156.900146484375
EK202310116553,123.400634765625
EK202310154306,141.587646484375
EK202310218246,142.339111328125
EK202310214924,153.773193359375
EK202310124301,142.142333984375
EK202310132969,131.92626953125
EK202310116665,150.885498046875
EK202310126109,148.803466796875
EK202310246626,144.842041015625
EK202310165655,123.611328125
EK202310222900,137.35400390625
EK202310183920,140.205810546875
EK202310188655,137.11865234375
EK202310140837,154.956787109375
EK202310110105,123.583740234375
EK202310166926,157.493408203125
EK202310222571,155.074462890625
EK202310130862,157.996826171875
EK202310159918,152.348388671875
EK202310191732,174.016845703125
EK202310154430,164.908935546875
EK202310209379,135.090576171875
EK202310242826,161.916748046875
EK202310127621,135.949951171875
EK202310144269,146.771728515625
EK202310168554,168.570068359375
EK202310225096,123.872802734375
EK202310004191,134.1025390625
EK202310198832,129.488037109375
EK202310166122,168.052978515625
EK202310197812,170.007568359375
EK202310173577,134.498046875
EK202310107780,128.318115234375
EK202310200080,139.552001953125
EK202310244832,150.8154296875
EK202310153701,153.97900390625
EK202310248897,155.347412109375
EK202310238758,148.438232421875
EK202310180956,165.083984375
EK202310133597,176.552490234375
EK202310165926,146.58837890625
EK202310113563,155.080810546875
EK202310219177,145.375732421875
EK202310215546,143.640625
EK202310239803,137.679443359375
EK202310170081,122.8095703125
EK202310206625,147.780517578125
EK202310104069,135.68505859375
EK202310186393,171.015869140625
EK202310173267,137.539306640625
EK202310110426,140.653564453125
EK202310164765,136.579345703125
EK202310158220,130.926513671875
EK202310168816,141.356689453125
EK202310204071,147.155517578125
EK202310157259,140.702880859375
EK202310156843,140.48681640625
EK202310223529,129.850341796875
EK202310149961,151.135498046875
EK202310108241,127.62548828125
EK202310168245,141.787841796875
EK202310191021,141.71240234375
EK202310165776,135.815185546875
EK202310172874,146.5126953125
EK202310163779,132.49755859375
EK202310188731,163.34375
EK202310105850,146.676513671875
EK202310129025,154.271484375
EK202310122251,135.862548828125
EK202310233739,128.71240234375
EK202310145467,146.587890625
EK202310125541,132.288818359375
EK202310128736,144.991455078125
EK202310157339,148.545654296875
EK202310204674,153.936767578125
EK202310199931,130.130126953125
EK202310159776,152.430908203125
EK202310233618,158.89501953125
EK202310209554,166.960693359375
EK202310147590,156.334716796875
EK202310233558,124.954833984375
EK202310141475,146.971923828125
EK202310192184,131.103515625
EK202310121465,125.730712890625
EK202310144674,157.626953125
EK202310225145,147.573486328125
EK202310211862,128.808837890625
EK202310218476,131.310791015625
EK202310227106,164.500244140625
EK202310184475,129.747802734375
EK202310132027,137.13916015625
EK202310134826,135.20556640625
EK202310182784,162.898193359375
EK202310236142,105.434326171875
EK202310215997,168.342041015625
EK202310218885,153.2890625
EK202310189497,135.965576171875
EK202310242392,133.024169921875
EK202310139831,131.133056640625
EK202310159899,123.986572265625
EK202320007536,159.35888671875
EK202310205864,151.706787109375
EK202310205412,151.59375
EK202310178623,151.618896484375
EK202310144137,140.673583984375
EK202310156851,145.01708984375
EK202310200692,126.50341796875
EK202310221442,146.578369140625
EK202310225402,137.112548828125
EK202310128314,144.906005859375
EK202310135585,154.016357421875
EK202310230304,157.2509765625
EK202310106564,144.124755859375
EK202310195276,122.193115234375
EK202310168561,141.444580078125
EK202310238035,151.780517578125
