id,TARGET
EK202310003556,136.13333333333333
EK202310170625,150.9
EK202310167359,149.43333333333334
EK202310118370,131.86666666666667
EK202320006361,138.76666666666668
EK202310003542,146.66666666666666
EK202310125266,137.53333333333333
EK202310144740,133.26666666666668
EK202310137443,144.73333333333332
EK202310159067,159.7
EK202310245067,129.46666666666667
EK202310240556,134.8
EK202310166743,135.06666666666666
EK202310247454,128.83333333333334
EK202310215702,142.13333333333333
EK202310142190,167.43333333333334
EK202310205417,136.8
EK202310119601,129.63333333333333
EK202310190356,139.06666666666666
EK202310158758,153.46666666666667
EK202310145496,135.93333333333334
EK202310164763,156.96666666666667
EK202310200188,142.13333333333333
EK202310238803,160.4
EK202320005607,185.03333333333333
EK202310225681,141.36666666666667
EK202310127174,137.36666666666667
EK202310204317,149.63333333333333
EK202310179355,143.13333333333333
EK202310176524,161.03333333333333
EK202310237228,134.66666666666666
EK202310172549,160.73333333333332
EK202310168863,146.06666666666666
EK202310185904,148.5
EK202310133615,155.1
EK202310122063,130.16666666666666
EK202310121770,136.5
EK202310125590,135.4
EK202310172269,138.26666666666668
EK202310147894,132.53333333333333
EK202310137986,132.7
EK202310150838,151.9
EK202310104915,139.5
EK202310170090,139.26666666666668
EK202310165637,139.5
EK202310134467,132.0
EK202310182637,166.7
EK202310112116,148.1
EK202310241220,146.3
EK202310103801,136.9
EK202310177448,130.06666666666666
EK202310157860,175.33333333333334
EK202310211985,130.46666666666667
EK202310232907,136.56666666666666
EK202310162917,139.13333333333333
EK202310211786,134.46666666666667
EK202310132171,146.43333333333334
EK202310153694,137.46666666666667
EK202310174960,150.96666666666667
EK202310121096,119.23333333333333
EK202310222475,130.0
EK202310146254,153.6
EK202310111466,132.7
EK202310004385,183.33333333333334
EK202310108961,132.43333333333334
EK202310203170,145.76666666666668
EK202310161424,176.26666666666668
EK202310206583,150.8
EK202310138840,141.66666666666666
EK202310221976,139.2
EK202310143972,133.06666666666666
EK202310175420,134.93333333333334
EK202310227655,155.73333333333332
EK202310163389,133.7
EK202310239480,154.33333333333334
EK202310146467,142.06666666666666
EK202310162597,136.26666666666668
EK202310194862,136.56666666666666
EK202310152448,147.93333333333334
EK202310245431,147.43333333333334
EK202310206822,162.8
EK202310166559,156.7
EK202310221701,153.66666666666666
EK202310231403,127.86666666666666
EK202310156027,152.03333333333333
EK202310135956,136.26666666666668
EK202310183176,133.76666666666668
EK202310206055,181.46666666666667
EK202310167360,136.96666666666667
EK202310142701,146.86666666666667
EK202310156629,168.96666666666667
EK202310241352,154.46666666666667
EK202310123587,163.76666666666668
EK202310003639,140.06666666666666
EK202310158269,140.83333333333334
EK202320007090,148.86666666666667
EK202310111707,147.4
EK202310104096,147.8
EK202310235404,129.5
EK202310108783,149.2
EK202310116298,136.83333333333334
EK202310156281,162.6
EK202310164483,146.23333333333332
