id,TARGET
EK202310003556,133.98414696198776
EK202310170625,146.4425000663903
EK202310167359,149.91130256580314
EK202310118370,132.1025265660618
EK202320006361,141.93379458674195
EK202310003542,143.09070312900167
EK202310125266,139.51369076127602
EK202310144740,132.27627439191076
EK202310137443,141.9587676973935
EK202310159067,154.78832895750546
EK202310245067,126.77129876292342
EK202310240556,133.94428989242223
EK202310166743,137.39130568496233
EK202310247454,132.7791003026494
EK202310215702,143.95073524212577
EK202310142190,159.59217582281158
EK202310205417,136.41333820006835
EK202310119601,134.41978508179935
EK202310190356,135.34096027341508
EK202310158758,146.2400194243758
EK202310145496,134.637043196194
EK202310164763,147.70047419591955
EK202310200188,138.04761388014558
EK202310238803,160.88216160154738
EK202320005607,170.46995009754974
EK202310225681,143.63447604120387
EK202310127174,138.14539123315842
EK202310204317,159.78141433456358
EK202310179355,130.0417839215725
EK202310176524,151.60836670551706
EK202310237228,133.42251622652276
EK202310172549,162.6529426057714
EK202310168863,136.22153084508597
EK202310185904,151.49809526534548
EK202310133615,169.92944603644102
EK202310122063,130.4851499814687
EK202310121770,139.75508956446882
EK202310125590,133.37798146151655
EK202310172269,134.80703751308877
EK202310147894,140.28828885191365
EK202310137986,136.8896878986921
EK202310150838,136.10520898863652
EK202310104915,125.11460400557621
EK202310170090,136.26557982053234
EK202310165637,143.67775632294993
EK202310134467,133.45328168230986
EK202310182637,153.9647436437374
EK202310112116,153.35834495104166
EK202310241220,148.03505028323278
EK202310103801,147.23862245825723
EK202310177448,130.75061914834862
EK202310157860,175.4035976562513
EK202310211985,134.18633703247377
EK202310232907,131.0226880297609
EK202310162917,149.2143143687969
EK202310211786,126.05434164103562
EK202310132171,147.56818216359648
EK202310153694,138.21176855039283
EK202310174960,150.51547404962187
EK202310121096,128.08192528423294
EK202310222475,132.18196131773107
EK202310146254,154.84964502571057
EK202310111466,138.31946949846244
EK202310004385,170.29631227725886
EK202310108961,138.85303461768024
EK202310203170,139.21563666812895
EK202310161424,173.55620844773117
EK202310206583,143.61030238479256
EK202310138840,127.15910462613776
EK202310221976,138.13396149105833
EK202310143972,134.23252531651434
EK202310175420,137.4135483804519
EK202310227655,144.75310952984913
EK202310163389,136.9956807093426
EK202310239480,154.44271810774163
EK202310146467,141.93219141412797
EK202310162597,140.07271921608566
EK202310194862,140.89400110544796
EK202310152448,145.38253818439142
EK202310245431,154.17608589472545
EK202310206822,161.18029774492913
EK202310166559,148.30436313061708
EK202310221701,153.7643429556408
EK202310231403,126.5370073543652
EK202310156027,148.99622351735624
EK202310135956,135.74233659481845
EK202310183176,130.7581699181205
EK202310206055,169.96760943238212
EK202310167360,134.1499129172233
EK202310142701,144.8222258182171
EK202310156629,175.4624180462001
EK202310241352,151.2250176837662
EK202310123587,157.2400183649433
EK202310003639,154.7221248761729
EK202310158269,141.5922726960128
EK202320007090,144.10342636947536
EK202310111707,139.61006132623476
EK202310104096,145.2762733016004
EK202310235404,128.66580871652278
EK202310108783,143.60745925912244
EK202310116298,133.44572130362002
EK202310156281,161.3058315081062
EK202310164483,142.90141946865344
EK202310108212,125.27597296289159
EK202310233950,140.13377292914416
EK202310157041,138.36079616308436
EK202310104522,132.76258752373005
EK202310175972,154.29834592920795
EK202310225965,136.5230846564918
EK202310138403,133.76259779328714
EK202310234452,144.3766201150608
EK202310104614,161.219260032827
EK202310117970,136.2132002374967
EK202310128727,136.26424286937012
EK202310190230,135.87130152294554
EK202310201465,149.9964526503154
EK202310197534,164.70567456095546
EK202310171846,129.62504953237493
EK202310193751,146.06163098791703
EK202310242967,137.14397079245123
EK202310112852,164.27812515725503
EK202310132804,141.04263395948016
EK202310127612,135.60612618601616
EK202310136082,175.49179974586113
EK202310186665,152.26534646101004
EK202310156519,133.14291879660055
EK202310108430,149.91152204295528
EK202310164930,147.89678283468234
EK202310153971,160.6978368268045
EK202310129412,133.69782563475638
EK202310124383,131.79223204495378
EK202310215858,156.89181384138257
EK202310104131,145.9857891673795
EK202310185040,150.34633843622308
EK202310119251,148.01042195036237
EK202310191724,150.9503105142436
EK202310149922,128.60423228085347
EK202310176193,140.67116693515342
EK202310204311,157.5653584112661
EK202310248324,154.02294256192056
EK202310120496,137.83078000432346
EK202310233548,136.19826996629055
EK202310219178,140.0999454053425
EK202310114723,143.8373405929913
EK202310185832,166.01686701086888
EK202310106587,155.6393546926511
EK202310239252,135.54445266615178
EK202310208710,141.7444139947353
EK202310244056,132.01907935771004
EK202310223702,125.7259989224376
EK202310236969,135.34543415646667
EK202310196070,148.78877796843028
EK202310227710,135.78586973767844
EK202310119702,141.50965128023304
EK202310143351,144.57707251893302
EK202310144967,135.6469077470762
EK202310207097,136.50763245340073
EK202310193281,129.57156750818262
EK202310223068,148.0875015741581
EK202310158743,132.08067123042173
EK202310142353,148.15727843785737
EK202310154024,153.3440439258993
EK202310136326,130.0731258100087
EK202320006526,144.08761271648882
EK202310240160,139.76266291972928
EK202310230270,137.39661678727148
EK202310209591,135.97379979851232
EK202310201937,159.22538362830363
EK202310138686,151.65314082594074
EK202310125946,151.11607136656812
EK202310112949,138.32928320585464
EK202310128660,156.54195169059804
EK202310223565,141.7630768665034
EK202310155372,151.9013461004631
EK202310229467,141.9793624113024
EK202310232289,146.44886387354182
EK202310142439,158.66810552763073
EK202310128595,129.71615822621433
EK202310228661,130.1368471443084
EK202310220811,137.89772458008375
EK202310104677,142.64494901183826
EK202310108708,150.72747041271327
EK202310235044,128.89232007286307
EK202310141363,137.78047010417288
EK202310174855,151.9241309840412
EK202310154755,135.9576321301323
EK202310157326,141.67520008992503
EK202310228659,136.5786123804731
EK202310215026,155.28767655263775
EK202310177129,137.99038725967034
EK202310178830,164.26751552219915
EK202310222959,129.6297969538991
EK202320007347,138.80263269819056
EK202310153807,148.23930526978393
EK202310165563,157.95523190937794
EK202310240070,125.78934756821536
EK202310171642,134.56702152293133
EK202310221419,144.62933612192174
EK202310210258,136.11195033168687
EK202310108225,135.6324078870137
EK202310156515,144.94751182040636
EK202320006021,170.44952988063798
EK202310214746,150.19630466252045
EK202310166648,142.86259955645795
EK202310243041,144.82566376942083
EK202310227731,127.12722657627161
EK202310118513,131.03033934781263
EK202310240129,143.56288292230806
EK202310140813,141.16333711215242
EK202310181628,144.7522600950636
EK202310126085,136.69081507635659
EK202310246101,146.13602110273837
EK202310113312,134.58220343580507
EK202310217968,137.91398278435207
EK202310213114,134.38927384743076
EK202310219800,144.5483777978882
EK202310184495,144.22344515463945
EK202310119316,131.65810003410002
EK202310180007,144.62418419841498
EK202310199156,135.71018381233873
EK202310177234,151.4137743004061
EK202310226743,138.36742268973302
EK202310189141,137.97795157599887
